years_experience,skills_match_score,education_level,resume_length,shortlisted
9,86.3,High School,591,1
1,95.0,Masters,515,1
9,89.2,Masters,468,1
12,90.0,Bachelors,840,1
3,59.7,PhD,600,1
0,53.9,Masters,641,0
0,51.5,Masters,348,0
11,66.2,Bachelors,673,1
13,83.6,Masters,851,1
7,83.6,PhD,478,1
6,56.6,Bachelors,604,1
13,82.0,Masters,860,1
7,80.0,Masters,342,1
12,49.7,Bachelors,898,1
3,77.7,Bachelors,474,0
5,66.2,High School,694,0
14,88.9,Bachelors,712,1
12,94.3,High School,697,1
2,79.3,Masters,384,1
10,90.4,Masters,665,1
12,93.2,PhD,607,1
7,71.4,Bachelors,528,1
3,54.8,Bachelors,494,1
2,42.6,High School,424,0
3,73.1,Masters,224,0
5,73.4,Bachelors,507,0
10,83.4,Masters,643,1
6,44.8,High School,648,0
6,29.7,Bachelors,492,0
13,84.3,Bachelors,751,1
14,53.5,High School,749,1
11,88.0,Masters,755,1
15,100.0,Bachelors,900,1
3,68.5,Bachelors,458,1
7,68.7,Masters,606,1
6,53.8,Bachelors,588,0
1,46.3,High School,413,0
12,88.4,PhD,762,1
7,87.6,Bachelors,655,1
8,79.4,Masters,670,1
4,64.9,Masters,216,0
14,95.6,Bachelors,779,1
3,85.6,Bachelors,324,1
15,87.7,High School,745,1
3,66.4,Bachelors,436,0
12,60.4,Masters,737,1
15,67.1,Bachelors,850,1
3,41.2,Bachelors,342,0
5,64.6,Bachelors,320,0
10,65.0,Bachelors,528,1
3,59.8,Masters,431,0
15,78.6,Masters,874,1
6,61.9,Masters,292,1
6,45.4,Masters,630,1
4,68.8,Bachelors,322,1
12,95.8,Masters,667,1
4,66.5,Bachelors,779,1
14,98.5,PhD,900,1
9,82.5,Bachelors,641,1
7,85.4,PhD,499,1
6,85.9,Masters,520,1
13,100.0,Masters,661,1
6,93.2,Bachelors,494,1
5,38.6,Bachelors,309,0
6,76.5,Bachelors,475,0
6,51.3,Bachelors,310,0
9,100.0,PhD,348,1
13,88.2,Masters,822,1
1,67.4,Masters,238,0
13,85.3,Bachelors,529,1
9,74.2,High School,610,1
1,88.0,Masters,315,1
13,100.0,Bachelors,733,1
9,100.0,Masters,601,1
6,70.3,Masters,397,1
13,51.6,Bachelors,798,1
9,90.5,Masters,614,1
6,56.5,Masters,818,0
6,67.8,Masters,605,1
4,64.6,Bachelors,567,1
0,57.5,Bachelors,365,0
13,93.2,Bachelors,760,1
1,49.4,Masters,530,0
12,86.4,High School,658,1
8,74.4,Masters,365,0
7,100.0,Bachelors,587,1
7,55.1,PhD,394,1
9,84.9,PhD,521,1
15,100.0,Masters,900,1
0,51.3,Bachelors,378,0
5,58.9,Bachelors,524,1
14,100.0,Bachelors,854,1
14,93.6,High School,737,1
8,65.3,Masters,784,1
15,69.0,Masters,813,1
14,94.3,Bachelors,750,1
7,76.3,Bachelors,439,1
2,73.8,Masters,287,0
3,69.0,PhD,663,0
14,98.4,Bachelors,792,1
2,85.5,Bachelors,512,0
5,98.0,PhD,731,1
13,66.7,High School,684,1
8,100.0,Masters,873,1
14,99.1,Masters,716,1
7,50.1,Bachelors,492,1
14,92.1,Bachelors,868,1
15,94.7,Masters,791,1
15,85.8,Bachelors,900,1
14,82.4,Bachelors,683,1
15,98.0,Bachelors,900,1
12,92.1,Bachelors,687,1
9,70.4,Masters,559,1
3,63.0,PhD,243,0
14,84.4,PhD,663,1
1,56.9,Bachelors,381,1
12,94.8,Bachelors,670,1
7,89.5,Bachelors,311,1
7,75.8,PhD,564,1
13,100.0,Bachelors,833,1
11,86.1,Bachelors,645,1
10,83.2,Masters,661,1
5,95.5,Bachelors,287,1
13,88.4,Bachelors,723,1
7,69.5,Bachelors,453,0
8,89.8,Masters,370,1
12,66.8,Masters,574,1
0,58.0,Masters,603,0
8,77.4,Bachelors,555,1
1,70.3,Bachelors,547,0
13,90.9,Masters,900,1
15,71.9,Masters,821,1
12,63.7,High School,835,1
0,46.5,High School,330,0
15,94.9,Masters,900,1
7,52.0,Bachelors,484,1
7,92.6,Bachelors,670,1
10,82.2,Bachelors,679,1
3,75.3,PhD,590,1
7,72.7,Masters,429,1
6,47.9,Bachelors,460,0
12,86.6,Masters,604,1
1,70.7,Bachelors,230,0
4,63.2,Bachelors,493,1
13,99.5,Bachelors,829,1
9,74.6,Bachelors,697,1
3,81.4,PhD,610,1
15,85.8,Bachelors,900,1
2,62.7,High School,334,0
0,78.0,PhD,319,0
4,49.3,Bachelors,665,0
9,85.2,Bachelors,649,1
7,87.3,Bachelors,577,1
11,100.0,PhD,895,1
8,74.6,Bachelors,826,0
6,38.0,Bachelors,599,0
11,56.5,Masters,651,1
10,71.7,PhD,431,1
0,80.5,Masters,334,0
0,90.5,Bachelors,519,0
14,83.2,Masters,701,1
15,92.0,Masters,816,1
0,22.5,Masters,314,0
1,73.0,Masters,407,1
0,59.5,Bachelors,370,0
3,63.5,Masters,427,1
9,64.8,Masters,589,1
8,68.2,Bachelors,504,1
11,59.3,Bachelors,506,1
3,50.6,Bachelors,202,0
12,66.2,Masters,602,1
3,52.0,Masters,426,0
6,52.2,Bachelors,741,0
13,95.9,Masters,670,1
10,64.0,Masters,653,1
8,80.2,PhD,584,1
6,48.6,High School,350,0
0,41.7,Bachelors,273,0
0,44.9,Masters,396,0
3,78.2,Bachelors,240,0
3,60.8,Bachelors,303,1
0,46.3,Bachelors,476,0
5,56.2,Masters,544,1
9,55.3,Bachelors,481,0
1,48.7,Bachelors,233,0
10,56.0,Bachelors,730,0
4,59.0,Bachelors,438,0
7,68.4,PhD,675,1
14,73.8,Bachelors,664,1
2,83.8,Masters,538,1
15,83.8,Bachelors,879,1
8,70.8,Bachelors,734,1
6,96.2,PhD,680,1
8,60.6,PhD,580,1
0,50.2,Bachelors,428,0
4,42.3,Bachelors,607,0
11,80.6,Bachelors,791,1
12,90.6,Bachelors,644,1
2,28.9,Masters,377,0
3,76.4,Bachelors,493,0
3,71.9,Masters,686,1
10,81.8,Masters,668,1
11,60.9,Bachelors,824,1
6,84.8,Masters,571,1
9,100.0,Masters,653,1
10,75.1,Masters,609,1
7,74.2,PhD,647,1
10,81.6,Masters,740,1
9,73.3,Masters,575,1
4,70.3,PhD,394,1
12,100.0,Masters,750,1
12,80.5,Bachelors,744,1
11,83.9,Bachelors,700,1
9,100.0,Masters,583,1
6,91.5,Bachelors,644,1
2,45.8,Bachelors,684,0
2,87.7,Bachelors,553,0
2,85.9,Masters,378,1
11,100.0,Masters,726,1
3,54.1,Bachelors,593,0
5,70.7,Bachelors,346,1
14,83.4,Masters,759,1
4,71.1,Masters,530,1
7,100.0,Masters,563,1
13,85.6,Bachelors,670,1
13,61.5,Masters,762,1
11,77.7,Masters,728,1
12,71.7,Bachelors,743,1
4,96.1,Masters,321,1
10,60.8,High School,661,1
11,77.1,Masters,674,1
4,63.7,Masters,636,1
15,100.0,Bachelors,714,1
13,100.0,Masters,579,1
9,84.0,Bachelors,384,1
1,66.7,Masters,324,0
11,82.7,Bachelors,542,1
10,78.6,Bachelors,806,1
10,100.0,Bachelors,582,1
4,46.5,Bachelors,471,0
15,49.8,Masters,879,1
14,95.9,Masters,618,1
11,100.0,Bachelors,736,1
6,72.3,Bachelors,396,1
1,29.8,Bachelors,390,0
13,98.4,Masters,698,1
12,65.5,Bachelors,725,1
5,48.2,Bachelors,451,1
6,58.6,Masters,592,0
4,41.4,Bachelors,545,0
8,76.6,Bachelors,728,1
13,73.8,Bachelors,894,1
3,43.5,Bachelors,690,0
13,100.0,High School,900,1
13,79.3,Masters,753,1
12,82.3,Bachelors,726,1
9,98.8,Bachelors,438,1
14,95.7,Bachelors,494,1
0,89.9,Masters,197,0
13,76.8,Masters,706,1
7,91.0,Masters,603,1
14,92.9,Bachelors,716,1
7,90.2,Masters,598,1
6,77.7,High School,584,1
7,59.9,Bachelors,446,1
1,97.4,High School,535,0
2,23.1,High School,328,0
8,60.5,Bachelors,618,1
0,67.7,Bachelors,486,0
15,91.9,Bachelors,722,1
7,81.0,PhD,697,1
7,86.0,Masters,724,1
6,64.4,PhD,564,1
12,89.6,High School,621,1
13,85.3,Masters,733,1
10,100.0,Masters,743,1
15,90.4,PhD,837,1
4,72.5,Bachelors,393,0
3,76.8,Masters,577,1
9,84.6,High School,477,1
9,71.6,High School,622,1
12,77.2,Bachelors,868,1
14,81.4,PhD,724,1
9,78.3,High School,743,1
13,55.0,Bachelors,791,1
9,87.6,PhD,489,1
5,73.2,Bachelors,427,0
11,100.0,Masters,832,1
15,81.3,Masters,806,1
10,75.8,High School,726,1
0,55.4,High School,454,0
12,64.9,Bachelors,726,1
4,72.9,PhD,334,1
13,67.1,Masters,795,1
3,77.9,Bachelors,607,0
3,72.4,Bachelors,477,1
6,76.0,Bachelors,292,1
8,67.7,Masters,541,1
7,92.8,Bachelors,474,1
10,61.2,Bachelors,742,1
12,86.0,Masters,647,1
13,66.0,Bachelors,627,1
11,72.3,High School,732,1
7,94.3,Masters,514,1
4,76.3,Masters,384,1
5,53.7,Bachelors,654,1
1,55.4,Masters,475,1
15,81.8,Bachelors,899,1
12,72.7,Masters,550,1
10,85.3,Masters,554,1
15,100.0,Masters,534,1
13,78.9,Masters,658,1
2,94.2,Masters,526,1
4,65.4,Bachelors,513,0
1,64.3,Bachelors,585,0
2,65.4,Bachelors,372,0
3,41.8,Masters,510,0
5,74.3,Bachelors,490,0
4,29.0,Bachelors,273,0
9,82.4,Masters,572,1
3,61.4,High School,262,0
12,62.2,Masters,900,1
15,88.5,Bachelors,900,1
14,81.1,Bachelors,540,1
1,57.2,Bachelors,324,0
11,77.3,Bachelors,654,1
10,68.7,Bachelors,512,1
4,66.6,Bachelors,361,0
4,78.5,Bachelors,543,0
10,77.7,Masters,652,1
6,68.7,Bachelors,619,0
0,71.0,Masters,340,1
3,100.0,Masters,255,1
10,74.6,Bachelors,617,1
15,62.0,Bachelors,900,1
4,47.5,High School,467,0
7,88.0,PhD,783,1
11,100.0,Masters,643,1
14,66.8,High School,719,1
11,82.6,Masters,804,1
15,95.3,PhD,802,1
7,63.7,Masters,564,1
0,80.5,Bachelors,203,0
4,83.0,Bachelors,427,1
9,80.7,Bachelors,613,1
0,55.0,Masters,423,0
0,75.6,Masters,190,0
1,67.2,Bachelors,443,0
1,52.9,Bachelors,428,0
14,100.0,PhD,737,1
14,94.8,Masters,622,1
8,48.6,Bachelors,813,0
3,44.1,High School,635,0
2,41.6,Bachelors,522,0
10,93.0,Bachelors,451,1
0,47.0,Bachelors,428,0
11,84.4,High School,638,1
1,99.6,PhD,527,1
5,83.2,Masters,558,1
8,67.2,Bachelors,453,1
4,58.1,Masters,407,1
3,62.7,Masters,582,0
12,66.1,Bachelors,900,1
4,52.1,Masters,635,1
8,65.2,Masters,688,1
11,91.2,Masters,596,1
12,73.7,Bachelors,622,1
6,66.1,Bachelors,627,0
7,78.5,Bachelors,468,1
14,96.4,Bachelors,828,1
3,38.3,Masters,517,1
10,59.2,PhD,740,1
7,69.5,Masters,511,1
5,50.8,Bachelors,662,0
4,73.8,High School,277,0
12,78.3,Masters,621,1
11,100.0,Bachelors,563,1
6,62.2,Bachelors,484,0
5,75.9,Masters,374,1
2,59.0,PhD,437,1
4,76.6,Masters,587,1
8,81.1,Bachelors,633,1
6,82.8,Bachelors,691,1
11,81.2,Masters,644,1
3,90.1,PhD,176,0
6,81.5,PhD,482,1
4,55.9,Bachelors,506,0
10,71.7,Masters,536,1
12,87.9,High School,644,1
14,100.0,Bachelors,752,1
15,70.7,Bachelors,750,1
1,78.3,PhD,294,0
12,54.7,High School,664,1
5,58.2,Bachelors,494,0
15,100.0,PhD,827,1
6,56.8,Bachelors,573,0
7,93.5,Bachelors,624,1
5,80.4,Masters,709,1
7,57.5,Masters,616,1
15,97.3,Bachelors,900,1
6,57.2,PhD,475,1
1,59.6,Bachelors,285,0
13,100.0,PhD,683,1
5,81.9,Masters,437,1
8,72.2,Bachelors,510,1
11,78.1,Masters,790,1
5,50.1,Bachelors,708,1
3,66.2,Bachelors,555,0
6,89.1,PhD,522,1
2,88.0,High School,577,1
4,54.2,High School,297,0
0,70.2,Bachelors,313,0
14,97.0,Bachelors,750,1
9,72.1,Masters,555,1
2,79.8,PhD,374,0
7,59.3,Bachelors,469,0
8,77.4,Bachelors,619,1
8,70.3,Bachelors,490,1
14,92.2,Bachelors,671,1
9,83.3,Bachelors,795,1
1,51.6,Bachelors,224,0
3,63.4,Bachelors,382,0
4,67.3,Masters,629,1
14,76.7,PhD,699,1
2,59.7,Masters,373,0
12,76.6,Masters,815,1
10,60.6,Bachelors,827,1
0,49.2,Masters,314,0
5,71.1,PhD,518,1
13,91.8,PhD,891,1
14,62.3,High School,900,1
9,97.3,Masters,584,1
1,72.5,Masters,383,0
15,86.2,Bachelors,787,1
8,62.7,PhD,556,1
0,54.3,Bachelors,527,0
10,73.4,Bachelors,729,1
8,57.3,Bachelors,624,1
15,70.1,Bachelors,869,1
6,88.5,PhD,650,1
10,72.6,Bachelors,450,1
12,94.8,Bachelors,768,1
9,79.1,Masters,900,1
1,66.3,High School,510,0
13,98.0,Masters,621,1
5,78.2,Masters,599,1
7,89.2,Bachelors,450,1
14,94.5,PhD,900,1
1,40.8,Masters,455,0
15,71.2,Masters,894,1
14,83.2,PhD,723,1
4,80.4,Masters,588,1
12,75.5,Bachelors,795,1
11,78.1,High School,721,1
10,89.3,Masters,534,1
5,77.5,PhD,416,1
2,27.1,Bachelors,524,0
13,65.7,Bachelors,739,1
11,100.0,Bachelors,499,1
1,68.1,Masters,551,0
15,42.5,High School,728,1
14,90.3,Masters,844,1
10,100.0,Masters,598,1
5,71.6,Bachelors,635,0
2,62.2,Bachelors,447,0
1,35.8,Masters,527,0
14,81.4,Bachelors,774,1
0,32.9,Bachelors,408,0
13,60.7,High School,716,1
7,53.5,Masters,455,1
0,83.6,Bachelors,197,0
11,94.2,Masters,687,1
14,100.0,Masters,759,1
4,53.1,PhD,252,1
10,80.4,Bachelors,672,1
5,47.9,High School,442,0
15,74.0,Bachelors,900,1
10,80.0,High School,778,1
11,82.2,Bachelors,628,1
11,87.5,Masters,596,1
2,46.4,Masters,678,0
13,80.9,High School,751,1
15,92.7,Bachelors,676,1
6,59.4,Bachelors,814,0
1,55.4,Bachelors,510,0
6,48.6,Masters,476,0
1,27.2,Bachelors,433,0
15,100.0,Bachelors,677,1
4,68.6,Bachelors,279,1
6,64.1,Bachelors,412,0
15,100.0,Masters,797,1
10,64.4,Bachelors,731,1
10,82.9,Masters,723,1
13,100.0,Bachelors,811,1
2,48.7,Masters,523,0
13,83.6,PhD,852,1
15,70.5,Masters,788,1
10,85.5,High School,574,1
3,70.3,Masters,479,1
0,75.1,Bachelors,369,0
15,100.0,Bachelors,654,1
2,61.3,Masters,447,0
8,87.2,PhD,588,1
9,77.3,High School,600,0
4,80.3,Masters,335,1
14,100.0,Bachelors,878,1
14,69.1,Bachelors,826,1
7,47.1,Masters,608,1
1,43.7,Bachelors,257,0
2,64.1,High School,578,0
6,75.7,Bachelors,591,1
13,78.7,Masters,640,1
9,71.4,Bachelors,674,1
3,51.0,Bachelors,501,0
8,71.9,Bachelors,674,1
13,80.6,PhD,668,1
6,97.8,Masters,823,1
13,100.0,Masters,762,1
10,92.1,Masters,617,1
11,75.5,High School,695,1
0,78.3,Masters,286,0
3,65.0,Bachelors,365,1
9,77.9,Bachelors,607,1
10,51.6,Bachelors,444,1
5,75.2,Masters,634,1
5,48.1,Bachelors,572,0
9,69.5,Bachelors,686,1
5,70.0,Bachelors,562,1
4,47.5,High School,650,0
2,68.7,Bachelors,150,0
1,79.0,Masters,555,0
2,43.7,High School,437,0
8,75.3,Bachelors,798,1
2,46.6,Masters,222,0
2,47.7,Masters,408,0
0,65.9,Masters,263,0
1,70.2,Bachelors,365,0
10,58.6,Masters,627,1
11,100.0,Bachelors,717,1
2,57.8,Masters,182,0
1,58.1,High School,332,0
7,63.5,Bachelors,436,1
5,67.0,Masters,473,1
6,92.3,Bachelors,444,1
0,75.6,High School,323,0
5,46.5,Masters,429,0
1,51.0,Bachelors,422,0
12,100.0,Masters,849,1
14,82.8,Masters,826,1
5,73.8,Bachelors,299,1
2,78.5,Bachelors,403,0
6,89.8,PhD,307,1
2,19.2,Bachelors,401,0
8,82.3,Masters,880,1
2,87.7,Bachelors,264,0
6,73.7,Masters,450,1
11,59.4,High School,658,1
3,51.9,Masters,550,0
7,68.5,Bachelors,652,1
13,97.4,Masters,495,1
1,100.0,Bachelors,351,0
7,70.9,Masters,741,1
8,77.4,High School,431,1
12,58.3,Bachelors,746,1
7,50.0,Masters,446,1
5,60.0,Bachelors,362,0
9,77.7,High School,718,1
0,56.2,Bachelors,550,0
6,77.8,PhD,491,1
0,48.9,High School,476,0
6,64.6,High School,505,0
13,82.8,Masters,871,1
1,39.3,Bachelors,305,0
7,49.1,Bachelors,728,1
1,83.6,Masters,514,0
2,49.2,Bachelors,176,0
12,81.6,Masters,767,1
11,97.3,Bachelors,770,1
2,65.0,PhD,493,1
0,78.2,PhD,150,0
4,52.2,Bachelors,503,0
4,92.6,Masters,393,1
9,82.7,Masters,520,1
4,65.1,Bachelors,471,0
13,81.0,Bachelors,637,1
12,100.0,PhD,438,1
8,77.0,Bachelors,466,1
5,15.0,High School,520,0
5,64.5,Masters,697,1
2,70.1,Masters,353,0
4,51.0,Bachelors,487,0
9,63.4,High School,692,1
6,63.7,Bachelors,627,1
2,92.9,PhD,338,1
1,76.0,PhD,355,1
4,70.4,Bachelors,150,0
2,47.8,Masters,480,0
4,55.2,Bachelors,274,0
8,90.0,Masters,654,1
10,87.4,Bachelors,555,1
9,54.2,Bachelors,710,1
0,78.5,Bachelors,431,0
3,46.1,High School,232,0
9,80.9,Bachelors,640,1
14,100.0,Bachelors,630,1
15,88.7,PhD,798,1
4,75.5,PhD,549,1
1,54.9,Masters,327,1
11,82.1,Bachelors,441,1
1,80.9,Bachelors,150,0
0,54.6,Bachelors,356,0
13,79.1,Bachelors,660,1
7,83.6,High School,562,1
1,40.6,Bachelors,208,0
2,58.2,High School,467,0
14,78.3,Masters,672,1
11,79.7,Masters,736,1
1,46.2,Bachelors,373,0
3,45.8,Masters,645,0
13,50.4,Bachelors,695,1
0,50.7,Bachelors,150,0
2,64.9,Bachelors,496,1
4,81.4,Masters,581,1
9,55.5,Bachelors,620,1
0,63.5,Masters,387,0
15,95.9,Bachelors,727,1
3,68.9,Bachelors,544,0
5,71.4,Bachelors,414,1
14,56.8,Masters,871,1
3,61.7,Bachelors,452,0
6,72.0,Masters,409,1
13,91.7,Bachelors,857,1
6,85.8,High School,660,1
5,67.4,Masters,684,1
8,68.3,Bachelors,780,1
1,61.5,Bachelors,566,0
12,81.8,Bachelors,610,1
9,85.7,Masters,718,1
7,83.2,Masters,558,1
7,68.9,Bachelors,668,1
10,88.7,Masters,512,1
9,76.0,Masters,512,1
13,61.7,Bachelors,829,1
13,66.2,Bachelors,676,1
10,46.2,Masters,739,1
3,92.2,Masters,660,1
5,82.3,High School,387,0
10,96.8,Masters,572,1
5,64.3,Bachelors,562,0
4,83.9,Masters,492,0
13,97.0,Bachelors,712,1
0,35.7,Bachelors,433,0
2,49.7,Bachelors,463,0
6,77.6,Bachelors,515,1
7,64.2,Bachelors,414,0
1,52.6,Masters,323,1
2,77.6,Masters,447,0
3,54.8,Masters,522,0
13,100.0,Bachelors,691,1
10,100.0,Masters,563,1
4,62.3,Bachelors,400,0
2,75.7,High School,376,0
4,68.3,Bachelors,511,1
7,60.8,High School,530,0
7,100.0,Bachelors,721,1
13,89.4,Bachelors,797,1
1,53.6,PhD,607,0
5,78.2,Masters,456,1
3,92.4,Masters,450,1
8,73.5,Bachelors,611,1
9,82.4,Masters,593,1
1,55.0,Bachelors,354,0
7,80.5,Masters,441,1
0,42.8,Bachelors,316,0
10,65.6,Bachelors,626,1
5,57.9,High School,277,0
10,83.8,Masters,739,1
10,89.7,High School,746,1
13,85.0,Masters,770,1
11,99.4,PhD,583,1
9,68.9,Bachelors,571,0
12,90.3,Bachelors,679,1
0,79.2,Masters,298,1
1,57.8,Bachelors,556,0
2,74.3,PhD,593,1
8,68.5,Masters,478,1
4,74.3,Bachelors,171,0
9,29.0,High School,730,0
9,58.6,PhD,738,1
11,95.6,PhD,843,1
1,35.0,Bachelors,391,0
9,63.7,High School,615,0
4,90.3,Masters,780,1
4,78.5,Bachelors,546,1
0,100.0,PhD,353,1
2,66.4,Masters,345,0
4,68.0,Masters,522,1
8,73.7,Bachelors,604,1
9,65.4,Masters,622,1
15,84.3,Bachelors,900,1
0,34.1,High School,405,0
7,89.1,Bachelors,598,1
0,68.6,Bachelors,374,0
8,59.8,Masters,700,1
15,81.3,Masters,840,1
5,73.4,Bachelors,574,1
0,61.6,Bachelors,331,0
7,55.8,Bachelors,463,0
4,66.5,Bachelors,377,0
6,81.8,Masters,335,1
6,78.5,Bachelors,563,1
14,100.0,PhD,740,1
6,77.0,Masters,575,1
5,48.9,Bachelors,818,0
10,61.5,Bachelors,751,1
7,90.3,Bachelors,613,1
8,97.7,Bachelors,557,1
11,79.0,Bachelors,629,1
14,91.2,Bachelors,798,1
1,68.4,PhD,511,1
6,65.0,Bachelors,671,0
14,66.9,Masters,759,1
1,62.2,High School,319,0
5,94.2,Bachelors,723,1
1,62.1,Bachelors,378,1
9,71.0,Bachelors,456,1
5,61.0,Bachelors,581,0
1,70.7,Masters,219,0
0,78.5,Masters,403,0
6,81.2,Masters,645,1
2,37.2,Masters,563,0
13,100.0,Masters,799,1
11,95.7,Masters,662,1
13,76.3,High School,708,1
12,81.0,PhD,861,1
3,64.3,PhD,426,1
12,98.2,Masters,776,1
15,57.9,Bachelors,796,1
15,95.2,Bachelors,816,1
5,75.5,Masters,349,0
4,73.2,Masters,648,1
3,49.8,Masters,486,0
8,51.7,Masters,611,1
5,100.0,Bachelors,322,1
5,69.5,Bachelors,592,0
1,92.3,Masters,523,0
5,76.6,High School,614,0
6,74.9,Masters,561,1
7,78.7,Masters,504,1
14,100.0,Bachelors,807,1
13,96.9,High School,705,1
7,82.4,Masters,546,1
15,100.0,Bachelors,862,1
8,90.6,Bachelors,698,1
9,84.2,Masters,525,1
10,72.2,Masters,520,1
12,92.7,Masters,446,1
11,68.3,Bachelors,711,1
2,55.8,Bachelors,283,0
9,85.2,Masters,765,1
14,88.1,Masters,900,1
6,93.0,Masters,431,1
6,59.6,Bachelors,531,1
0,25.6,Bachelors,409,0
7,91.2,Bachelors,754,1
14,86.2,Bachelors,588,1
3,64.9,Bachelors,572,1
4,61.2,PhD,529,1
13,55.2,Bachelors,824,1
5,55.2,Bachelors,446,1
2,70.1,Bachelors,717,0
4,66.2,Masters,499,1
9,78.0,PhD,484,1
4,43.8,Masters,422,0
0,88.4,Masters,402,1
2,64.4,Masters,319,0
2,100.0,PhD,593,1
0,63.0,Bachelors,244,0
12,100.0,Bachelors,544,1
6,58.7,Bachelors,763,1
0,34.8,Bachelors,322,0
6,70.5,Masters,499,1
3,71.9,Bachelors,306,0
8,87.3,Masters,590,1
6,75.4,Bachelors,549,1
4,99.9,Bachelors,480,0
6,75.4,Bachelors,336,0
8,72.6,Masters,667,1
9,75.7,Masters,589,1
5,62.9,PhD,437,1
0,65.6,Masters,150,0
5,83.7,Bachelors,410,1
0,78.6,Bachelors,396,1
12,80.8,Masters,860,1
11,82.5,Masters,835,1
3,53.9,Bachelors,309,0
13,98.0,Bachelors,721,1
7,56.7,Masters,483,1
15,76.7,Bachelors,687,1
4,10.6,PhD,289,0
14,71.6,Masters,721,1
4,56.6,Bachelors,493,1
15,79.8,Bachelors,900,1
12,65.8,Masters,610,1
9,62.3,Masters,461,1
10,100.0,Masters,816,1
7,63.6,Masters,751,1
7,48.1,Masters,437,0
0,41.9,Bachelors,269,0
12,73.6,PhD,787,1
12,80.4,Bachelors,736,1
4,66.4,High School,302,0
11,59.2,Bachelors,480,1
4,70.0,Bachelors,587,0
7,92.5,Bachelors,426,1
0,76.5,Masters,162,0
6,73.7,High School,504,1
6,79.4,Masters,568,0
12,80.5,Masters,456,1
8,94.8,Bachelors,895,0
1,65.9,Bachelors,378,0
14,73.4,Bachelors,900,1
15,85.2,Bachelors,769,1
2,46.9,High School,155,0
3,56.9,High School,300,0
0,75.7,Bachelors,150,0
14,82.9,Bachelors,702,1
6,53.1,High School,558,0
13,100.0,Masters,741,1
9,94.6,Bachelors,678,1
2,49.7,Bachelors,263,0
2,83.7,Bachelors,531,0
2,71.4,High School,338,1
7,67.0,Masters,538,1
8,91.8,Bachelors,509,1
9,52.5,High School,567,0
12,78.0,Masters,744,1
13,62.6,High School,710,1
1,44.9,Bachelors,452,0
9,88.3,Bachelors,582,1
14,85.3,Bachelors,635,1
9,54.3,High School,811,0
0,56.2,PhD,367,0
13,73.5,Bachelors,736,1
8,81.0,Masters,624,1
5,100.0,Masters,499,1
13,90.3,Masters,584,1
14,93.3,Masters,732,1
8,100.0,Masters,490,1
5,59.4,Bachelors,393,1
1,79.5,Bachelors,379,0
0,54.9,Masters,334,0
13,81.8,Masters,602,1
7,66.6,Bachelors,702,0
2,59.9,Bachelors,330,0
0,58.6,Masters,358,0
14,86.4,High School,850,1
15,88.6,PhD,747,1
7,73.0,Bachelors,568,1
11,59.1,Masters,683,1
0,69.2,Bachelors,352,0
7,88.5,Bachelors,655,1
0,60.8,Bachelors,320,0
8,84.7,Bachelors,644,1
13,70.9,Bachelors,564,1
8,100.0,Masters,666,1
11,82.4,Bachelors,608,1
12,57.4,Bachelors,520,1
8,87.2,High School,626,1
2,76.0,Masters,364,0
3,91.6,Bachelors,426,0
4,98.0,PhD,555,1
5,91.4,Masters,702,1
8,84.4,Masters,900,1
12,87.7,High School,900,1
10,65.1,Masters,561,1
11,75.3,Bachelors,845,1
3,100.0,Masters,497,1
13,57.6,Bachelors,763,1
13,91.9,Masters,900,1
5,66.9,Bachelors,362,0
12,94.3,Bachelors,778,1
0,56.0,High School,293,0
1,73.2,High School,498,0
7,75.5,Masters,637,1
3,82.6,PhD,451,1
9,84.7,Masters,432,1
6,65.1,Bachelors,711,1
3,52.5,High School,361,0
15,100.0,High School,900,1
13,92.9,Bachelors,730,1
15,100.0,PhD,900,1
8,92.3,Bachelors,724,1
8,69.5,Masters,610,1
3,63.2,Masters,526,0
12,80.1,Masters,900,1
14,100.0,PhD,634,1
7,72.9,Bachelors,772,1
5,70.2,Bachelors,313,1
0,45.4,Masters,427,0
14,100.0,Masters,751,1
6,82.4,Bachelors,544,1
0,65.9,Bachelors,451,0
2,67.7,Masters,530,0
7,82.6,High School,491,1
14,92.3,PhD,849,1
8,90.3,High School,644,0
2,76.0,Masters,341,1
0,42.3,Masters,632,0
0,59.2,Masters,367,0
6,74.4,Bachelors,548,1
4,58.8,Masters,377,0
12,100.0,Masters,554,1
13,57.6,Masters,599,1
15,99.6,Bachelors,900,1
0,63.4,High School,221,0
15,53.2,High School,735,1
5,69.1,Bachelors,568,0
13,80.7,Masters,768,1
5,88.8,Bachelors,599,0
13,74.7,Masters,589,1
3,75.5,Bachelors,283,0
6,84.5,Bachelors,547,1
6,67.4,Masters,558,1
11,100.0,PhD,734,1
8,74.8,PhD,520,1
11,100.0,Masters,563,1
0,100.0,Masters,361,0
4,87.0,PhD,311,1
14,98.4,Masters,840,1
9,75.9,PhD,833,1
2,84.9,High School,369,0
6,90.3,PhD,325,1
3,60.3,Masters,633,0
3,86.0,Bachelors,345,0
12,83.1,Bachelors,900,1
11,93.4,Masters,773,1
0,51.3,Bachelors,231,0
0,50.9,PhD,392,0
9,62.2,Bachelors,386,1
1,53.8,Bachelors,220,0
14,93.2,Bachelors,900,1
1,55.0,Bachelors,570,0
0,49.4,Masters,336,0
